0
4,0	68
4,1	12
5,5	704
5,0	576
0,0	134
1,0	130
3,0	516
6,4	384
4,0	68
6,5	384
5,0	576
0,0	130
0,0	130
1,0	130
0,4	488
4,1	8
0,6	290
0,8	288
4,0	68
3,0	516
4,3	324
4,0	68
4,4	356
4,5	352
5,0	576
1,0	130
0,6	34
0,6	34
0,8	32
1,3	136
1,4	168
1,5	168
8,6	32
0,6	2
8,4	768
8,8	256
8,4	512
0,4	488
1,4	168
6,4	384
2,4	4
6,5	384
7,3	88
4,4	356
7,4	72
7,5	88
6,4	384
7,4	72
0,4	488
1,4	168
0,4	488
2,3	512
1,3	136
4,4	352
1,4	168
1,5	168
6,4	384
7,4	72
1,3	136
0,4	488
3,3	12
1,3	136
4,3	324
1,4	168
5,3	192
1,5	168
7,3	88
0,0	128
0,4	488
1,0	2
3,0	516
0,4	360
4,0	68
5,0	576
1,3	136
3,0	516
1,4	168
4,0	68
1,5	168
5,0	576
0,4	328
0,4	320
1,5	168
0,4	256
3,5	520
1,3	136
4,5	288
1,4	168
5,5	640
1,5	168
6,5	384
7,5	24
1,4	168
1,3	136
4,4	96
1,4	168
1,5	168
6,4	128
7,4	72
1,4	40
6,5	256
7,3	88
4,4	96
7,4	72
7,5	24
7,4	72
1,5	168
3,5	520
7,3	88
4,5	32
7,4	72
5,5	640
7,5	24
7,5	24
4,0	68
3,3	12
1,5	136
3,5	520
4,3	324
3,5	520
4,3	324
4,4	64
5,5	640
5,3	192
7,5	24
5,5	640
4,0	4
3,3	12
1,4	40
3,5	520
4,3	260
4,3	260
5,3	128
7,4	8
5,5	640
1,4	32
7,3	80
7,3	80
7,5	16
1,5	136
7,3	64
3,5	520
5,5	640
1,3	136
3,3	12
4,3	260
1,3	136
1,3	136
1,5	136
1,5	136
5,0	576
3,3	12
1,3	8
3,5	520
3,3	12
4,3	260
4,3	260
5,5	512
5,0	64
3,3	12
1,5	136
3,5	8
4,3	260
3,0	516
3,3	4
1,5	128
4,3	260
3,0	512
4,3	256
7	2	9	4	8	6	1	3	5	
1	4	6	3	5	7	8	2	9	
5	8	3	9	2	1	4	6	7	
9	7	8	2	1	3	6	5	4	
2	3	4	8	6	5	7	9	1	
6	1	5	7	4	9	2	8	3	
4	9	2	5	7	8	3	1	6	
8	5	1	6	3	4	9	7	2	
3	6	7	1	9	2	5	4	8	
